province_fa,city_fa,province_en,city_en
لرستان,چقابل,Lorestan,Chaqabol
لرستان,خرم آباد,Lorestan,Khorramabad
لرستان,درب گنبد,Lorestan,Darb-e Gonbad
لرستان,دورود,Lorestan,Dorud
لرستان,زاغه,Lorestan,Zagheh
لرستان,سپیددشت,Lorestan,Sepiddasht
لرستان,سراب دوره,Lorestan,Sarāb-e Dowreh
لرستان,شول آباد,Lorestan,Shulabad
لرستان,فیروزآباد,Lorestan,Firuzabad
لرستان,کوهدشت,Lorestan,Kuhdasht
لرستان,کوهنانی,Lorestan,Kuhnani
لرستان,گراب,Lorestan,Garab
لرستان,معمولان,Lorestan,Mamulan
لرستان,مومن آباد,Lorestan,Momenabad
لرستان,نورآباد,Lorestan,Nurabad
لرستان,هفت چشمه,Lorestan,Haft Cheshmeh
لرستان,ویسیان,Lorestan,Veysian
مازندران,آلاشت,Mazandaran,Alasht
مازندران,آمل,Mazandaran,Amol
مازندران,ارطه,Mazandaran,Arateh
مازندران,امامزاده عبدالله,Mazandaran,Emamzadeh Abdollah
مازندران,امیرکلا,Mazandaran,Amirkola
مازندران,ایزدشهر,Mazandaran,Izadshahr
مازندران,بابل,Mazandaran,Babylon
مازندران,بابلسر,Mazandaran,Babolsar
مازندران,بلده,Mazandaran,Baladeh
مازندران,بهشهر,Mazandaran,Behshahr
مازندران,بهنمیر,Mazandaran,Bahnemir
مازندران,پایین هولار,Mazandaran,Pain Hular
مازندران,پل سفید,Mazandaran,Sefid Bridge
مازندران,پول,Mazandaran,Pul
مازندران,تنکابن,Mazandaran,Tonekabon
مازندران,جویبار,Mazandaran,Joybar
مازندران,چالوس,Mazandaran,Chalus
مازندران,چمستان,Mazandaran,Chamestan
مازندران,خرم آباد,Mazandaran,Khorramabad
مازندران,خلیل شهر,Mazandaran,Khalil Shahr
مازندران,خوش رودپی,Mazandaran,Khush Rudpey
مازندران,دابودشت,Mazandaran,Daboodasht
مازندران,رامسر,Mazandaran,Ramsar
مازندران,رستمکلا,Mazandaran,Rostamkola
مازندران,رویان,Mazandaran,Royan
مازندران,رینه,Mazandaran,Rineh
مازندران,زرگرمحله,Mazandaran,Zargarmahalleh
مازندران,زیرآب,Mazandaran,Zirab
مازندران,ساری,Mazandaran,Sari
مازندران,سرخرود,Mazandaran,Sorkhrud
مازندران,سلمان شهر,Mazandaran,Salman Shahr
مازندران,سورک,Mazandaran,Surak
مازندران,شیرگاه,Mazandaran,Shirgah
مازندران,شیرود,Mazandaran,Shirud
مازندران,عباس اباد,Mazandaran,Abbasabad
مازندران,فریدونکنار,Mazandaran,Fereydunkenar
مازندران,فریم,Mazandaran,Farim
مازندران,قایم شهر,Mazandaran,Qaem Shahr
مازندران,کتالم وسادات شهر,Mazandaran,Ketalem and Sadat Shahr
مازندران,کجور,Mazandaran,Kojur
مازندران,کلارآباد,Mazandaran,Kelarabad
مازندران,کلاردشت,Mazandaran,Kelardasht
مازندران,کوهی خیل,Mazandaran,Kuhi Kheyl
مازندران,کیاسر,Mazandaran,Kiyasar
مازندران,کیاکلا,Mazandaran,Kiakola
مازندران,گتاب,Mazandaran,Gatab
مازندران,گزنک,Mazandaran,Gazanak
مازندران,گلوگاه,Mazandaran,Galugah
مازندران,گلوگاه,Mazandaran,Galugah
مازندران,محمودآباد,Mazandaran,Mahmoudabad
مازندران,مرزن آباد,Mazandaran,Marzan Abad
مازندران,مرزیکلا,Mazandaran,Marzikola
مازندران,نشتارود,Mazandaran,Nashtarood
مازندران,نکا,Mazandaran,Neka
مازندران,نور,Mazandaran,Nur
مازندران,نوشهر,Mazandaran,Nowshahr
مازندران,هادی شهر,Mazandaran,Hadishahr
مازندران,هچیرود,Mazandaran,Hachirud
مرکزی,آستانه,Markazi,Astana
مرکزی,آشتیان,Markazi,Ashtian
مرکزی,آوه,Markazi,Aveh
مرکزی,اراک,Markazi,Arak
مرکزی,پرندک,Markazi,Parandak
مرکزی,تفرش,Markazi,Tafresh
مرکزی,توره,Markazi,Tavreh
مرکزی,جاورسیان,Markazi,Javersiyan
مرکزی,خشکرود,Markazi,Khoshkrud
مرکزی,خمین,Markazi,Khomeyn
مرکزی,خنجین,Markazi,Khenejin
مرکزی,خنداب,Markazi,Khondab
مرکزی,داودآباد,Markazi,Davudabad
مرکزی,دلیجان,Markazi,Delijan
مرکزی,رازقان,Markazi,Razqan
مرکزی,زاویه,Markazi,Al Zawiyah
مرکزی,ساروق,Markazi,Saruq
مرکزی,ساوه,Markazi,Saveh
مرکزی,شازند,Markazi,Shazand
مرکزی,شهباز,Markazi,Shahbaz
مرکزی,غرق آباد,Markazi,Gharqabad
مرکزی,فرمهین,Markazi,Farmahin
مرکزی,قورچی باشی,Markazi,Qurchbashi
مرکزی,کارچان,Markazi,Karchan
مرکزی,کمیجان,Markazi,Komijan
مرکزی,مامونیه,Markazi,Ma'muniyeh
مرکزی,محلات,Markazi,Mahallat
مرکزی,مهاجران,Markazi,Mohajeran
مرکزی,میلاجرد,Markazi,Milajerd
مرکزی,نراق,Markazi,Naraq
مرکزی,نوبران,Markazi,Nowbaran
مرکزی,نیمور,Markazi,Nimvar
مرکزی,هندودر,Markazi,Hendodar
هرمزگان,ابوموسی,Hormozgan,Abu Musa
هرمزگان,بستک,Hormozgan,Bastak
هرمزگان,بندرجاسک,Hormozgan,Bandar-e-Jask
هرمزگان,بندرعباس,Hormozgan,Bandar Abbas
هرمزگان,بندرلنگه,Hormozgan,Bandar-e Lengeh
هرمزگان,بیکاء,Hormozgan,Bikah
هرمزگان,پارسیان,Hormozgan,Parsian
هرمزگان,تازیان پایین,Hormozgan,Tazian-e Pain
هرمزگان,تخت,Hormozgan,Takht
هرمزگان,تیرور,Hormozgan,Tirur
هرمزگان,جناح,Hormozgan,Jenah
هرمزگان,چارک,Hormozgan,Bandar Charak
هرمزگان,حاجی اباد,Hormozgan,Hajjiabad
هرمزگان,خمیر,Hormozgan,Khamir
هرمزگان,درگهان,Hormozgan,Dargahan
هرمزگان,دشتی,Hormozgan,Dashti
هرمزگان,دهبارز,Hormozgan,Dehbārez
هرمزگان,رویدر,Hormozgan,Ruydar
هرمزگان,زیارتعلی,Hormozgan,Ziaratali
هرمزگان,سردشت,Hormozgan,Sardasht
هرمزگان,سرگز,Hormozgan,Sargaz
هرمزگان,سندرک,Hormozgan,Senderk
هرمزگان,سوزا,Hormozgan,Suza
هرمزگان,سیریک,Hormozgan,Seerik
هرمزگان,فارغان,Hormozgan,Fareghan
هرمزگان,فین,Hormozgan,Fin
هرمزگان,قشم,Hormozgan,Qeshm
هرمزگان,قلعه قاضی,Hormozgan,Qaleh Qazi
هرمزگان,کنگ,Hormozgan,Kang
هرمزگان,کوشکنار,Hormozgan,Kushk-e Nar
هرمزگان,کوهستک,Hormozgan,Kuhestak
هرمزگان,کیش,Hormozgan,Kish
هرمزگان,گروک,Hormozgan,Garuk
هرمزگان,گوهران,Hormozgan,Gowharan
هرمزگان,لمزان,Hormozgan,Lamazan
هرمزگان,میناب,Hormozgan,Minab
هرمزگان,هرمز,Hormozgan,Hormuz
هرمزگان,هشتبندی,Hormozgan,Hasht Bandi
همدان,آجین,Hamadan,Ajin
همدان,ازندریان,Hamadan,Azandarian
همدان,اسدآباد,Hamadan,Asadabad
همدان,برزول,Hamadan,Barzul
همدان,بهار,Hamadan,Bihar
همدان,تویسرکان,Hamadan,Tuyserkan
همدان,جورقان,Hamadan,joraghan
همدان,جوکار,Hamadan,Jowkar
همدان,دمق,Hamadan,Damaq
همدان,رزن,Hamadan,Razan
همدان,زنگنه,Hamadan,Zangeneh
همدان,سامن,Hamadan,Samen
همدان,سرکان,Hamadan,Sarkan
همدان,شیرین سو,Hamadan,Shirin Su
همدان,صالح آباد,Hamadan,Saleh Abad-e
همدان,فامنین,Hamadan,Famenin
همدان,فرسفج,Hamadan,Farasfaj
همدان,فیروزان,Hamadan,Firozan
همدان,قروه درجزین,Hamadan,Qorveh-e Darjazin
همدان,قهاوند,Hamadan,Qahavand
همدان,کبودرآهنگ,Hamadan,Kabudarahang
همدان,گل تپه,Hamadan,Gol Tappeh
همدان,گیان,Hamadan,Gayan
همدان,لالجین,Hamadan,Lalejin
همدان,مریانج,Hamadan,Maryanaj
همدان,ملایر,Hamadan,Malayer
همدان,مهاجران,Hamadan,Mahajeran
همدان,نهاوند,Hamadan,Nahavand
همدان,همدان,Hamadan,Hamadan
یزد,ابرکوه,Yazd,Abarkuh
یزد,احمدآباد,Yazd,Ahmadabad
یزد,اردکان,Yazd,Ardakan
یزد,اشکذر,Yazd,Ashkezar
یزد,بافق,Yazd,Bafq
یزد,بفروییه,Yazd,Bafruiyeh
یزد,بهاباد,Yazd,Behabad
یزد,تفت,Yazd,Taft
یزد,حمیدیا,Yazd,Hamidia
یزد,خضرآباد,Yazd,Khezrababd
یزد,زارچ,Yazd,Zarch
یزد,شاهدیه,Yazd,Shahediyeh
یزد,عقدا,Yazd,Aqda
یزد,مروست,Yazd,Marvast
یزد,مهردشت,Yazd,Mehrdasht
یزد,مهریز,Yazd,Mehriz
یزد,میبد,Yazd,Meybod
یزد,ندوشن,Yazd,Nadushan
یزد,نیر,Yazd,Nir
یزد,هرات,Yazd,Herat
یزد,یزد,Yazd,Yazd
